country,Year,RP,MP,TP,REI,Prediction
Comoros,2014,0.0,5.999700014999245,0.9999993103453033,2.3332331084481828,Past
Comoros,2015,0.0,8.08326597278356,0.9999993103453033,3.0277550943762876,Past
Comoros,2016,0.0,0.01030926772240442,0.9999993103453033,0.3367695260225692,Past
Comoros,2017,0.0,20.0,0.9999993103453033,6.9999997701151,Past
Comoros,2018,0.0,0.0,0.9999993103453033,0.3333331034484344,Past
Comoros,2019,0.0,20.0,0.9999993103453033,6.9999997701151,Past
Comoros,2020,0.0,0.0,0.9999993103453033,0.3333331034484344,Past
Comoros,2021,0.0,20.0,0.9999993103453033,6.9999997701151,Forecast
Comoros,2022,0.0,0.18711712695009533,0.9999993103453033,0.3957054790984662,Forecast
Comoros,2023,0.0,5.616526174042628,0.9999993103453033,2.205508494795977,Forecast
Comoros,2024,0.0,0.3463598626911438,0.9999993103453033,0.448786391012149,Forecast
Comoros,2025,0.0,3.0531236623363034,0.9999993103453033,1.3510409908938688,Forecast
Comoros,2026,0.0,0.47882607317944914,0.9999993103453033,0.4929417945082508,Forecast
Comoros,2027,0.0,2.2171648410817513,0.9999993103453033,1.0723880504756849,Forecast
Comoros,2028,0.0,0.5871921168585513,0.9999993103453033,0.5290638090679516,Forecast
Comoros,2029,0.0,1.8118851325967804,0.9999993103453033,0.937294814314028,Forecast
Comoros,2030,0.0,0.6747955450983015,0.9999993103453033,0.558264951814535,Forecast
Ethiopia,2012,1.2015998077440306,0.4928343177285777,1.0027170233371896,0.8990503829365993,Past
Ethiopia,2013,1.150465892081772,5.466567781689799,1.5097848944241632,2.7089395227319115,Past
Ethiopia,2014,1.0937498734085793,2.216202472669911,1.0128290325870137,1.4409271262218348,Past
Ethiopia,2015,1.0973543812323407,0.48163096747904566,5.5323007470142835,2.3704286985752234,Past
Ethiopia,2016,1.2015427963796728,0.17172967599362077,1.0476932380677169,0.8069885701470034,Past
Ethiopia,2017,1.0529694178997255,6.679297473580451,1.6479346884490789,3.1267338599764187,Past
Ethiopia,2018,1.0503047979950613,0.09353812067652384,1.0194357981893887,0.7210929056203246,Past
Ethiopia,2019,1.0319302589310408,1.6304733245422094,0.9999999997753328,1.2208011944161943,Past
Ethiopia,2020,0.999999929676517,2.578634450614871e-16,0.15094483745314125,0.38364825570988614,Past
Ethiopia,2021,1.0225063268670809,-20.0,-1.8593419076640445,-6.945611860265655,Forecast
Ethiopia,2022,1.0219943456861083,4.120465668800024,4.024829032093487,3.0557630155265394,Forecast
Ethiopia,2023,1.0215210160499493,1.676115896433963,1.3821840507815228,1.3599403210884784,Forecast
Ethiopia,2024,1.021067618076213,1.4110253119545757,1.5436632662992658,1.3252520654433515,Forecast
Ethiopia,2025,1.02063293002736,1.2904409260309828,1.1791707807735443,1.1634148789439624,Forecast
Ethiopia,2026,1.0202158171817106,1.225175562388265,1.298636719492314,1.1813426996874299,Forecast
Ethiopia,2027,1.0198152347656717,1.183776993651415,1.1170350060973393,1.1068757448381419,Forecast
Ethiopia,2028,1.0194302192066176,1.1552480915852479,1.2058407058824245,1.1268396722247633,Forecast
Ethiopia,2029,1.0190598803944682,1.1343848232387987,1.0869104405820307,1.0801183814050992,Forecast
Ethiopia,2030,1.0187033948116728,1.1184649693818731,1.1570327019251447,1.0980670220395636,Forecast
Kenya,2012,1.1698839440378486,0.28170116146621316,0.18782598654477986,0.5464703640162805,Past
Kenya,2013,1.008250658704512,0.11291666588252319,4.742763604670331,1.9546436430857888,Past
Kenya,2014,1.096562831986443,20.0,1.3792753920861816,7.491946074690875,Past
Kenya,2015,1.2597013045221932,0.6632071773223716,0.811498349819802,0.9114689438881222,Past
Kenya,2016,0.9786728698254895,1.2923524942540459,1.5284291232072318,1.266484829095589,Past
Kenya,2017,1.0181596830315156,0.4296716769408796,1.0312503932890122,0.8263605844204692,Past
Kenya,2018,1.1640902301914113,0.852054700750001,0.78444123854947,0.9335287231636276,Past
Kenya,2019,1.0459651638442122,0.3291518939999537,1.125444118053478,0.8335203919658812,Past
Kenya,2020,1.0576170842170818,0.2352941148621836,1.0000623071916712,0.7643245020903122,Past
Kenya,2021,1.0633319556063834,-1.1417431257787147,0.8700623236441616,0.26388371782394343,Forecast
Kenya,2022,1.0603964782990762,3.130088548425402,1.114308309646575,1.768264445457018,Forecast
Kenya,2023,1.0466307662638592,1.6592466253628846,0.9970720924907958,1.2343164947058465,Forecast
Kenya,2024,1.0501757746996572,1.4006749380869836,0.8799950218905299,1.110281911559057,Forecast
Kenya,2025,1.0517004787713993,1.2854305371995458,1.1041727728332618,1.1471012629347355,Forecast
Kenya,2026,1.0436030145617678,1.2221784828108777,0.9944422684885045,1.0867412552870501,Forecast
Kenya,2027,1.041780183496617,1.1817614817807673,0.8890289620402118,1.0375235424391986,Forecast
Kenya,2028,1.043909357262587,1.1538116335813273,1.0949299341690553,1.0975503083376565,Forecast
Kenya,2029,1.0402231731759837,1.1333060248794347,0.9921245322433238,1.0552179100995807,Forecast
Kenya,2030,1.03695788202892,1.117626116511758,0.8972309138099497,1.0172716374502093,Forecast
Libya,2012,0.9999000099990002,0.0,1.166666388888955,0.7221887996293184,Past
Libya,2013,0.9999000099990002,0.0,0.9999997959184089,0.6666332686391364,Past
Libya,2014,0.9999000099990002,0.0,0.9999997959184089,0.6666332686391364,Past
Libya,2015,0.9999000099990002,0.0,0.9999997959184089,0.6666332686391364,Past
Libya,2016,0.9999000099990002,0.0,0.9999997959184089,0.6666332686391364,Past
Libya,2017,0.9999000099990002,0.0,1.0428569300291979,0.6809189800093994,Past
Libya,2018,0.9999000099990002,0.0,0.999999804305322,0.6666332714347741,Past
Libya,2019,0.9999000099990002,0.0,0.999999804305322,0.6666332714347741,Past
Libya,2020,0.9999000099990002,0.0,0.999999804305322,0.6666332714347741,Past
Libya,2021,0.9999000099990002,0.0,1.004278708510519,0.6680595728365063,Forecast
Libya,2022,0.9999000099990002,0.0,1.0050125168761723,0.6683041756250575,Forecast
Libya,2023,0.9999000099990002,0.0,1.00511959387773,0.6683398679589101,Forecast
Libya,2024,0.9999000099990002,0.0,1.0051167100931206,0.6683389066973736,Forecast
Libya,2025,0.9999000099990002,0.0,1.0050947347214847,0.6683315815734949,Forecast
Libya,2026,0.9999000099990002,0.0,1.0050696242794812,0.6683232114261605,Forecast
Libya,2027,0.9999000099990002,0.0,1.0050441774831456,0.6683147291607153,Forecast
Libya,2028,0.9999000099990002,0.0,1.0050188825670647,0.6683062975220216,Forecast
Libya,2029,0.9999000099990002,0.0,1.0049938221101977,0.6682979440363993,Forecast
Libya,2030,0.9999000099990002,0.0,1.0049690075198383,0.6682896725062796,Forecast
Malawi,2012,1.0425526369400868,0.7012445223051773,1.0030558659301938,0.915617675058486,Past
Malawi,2013,0.9999994897961787,20.0,1.0090072156798224,7.336335568492,Past
Malawi,2014,1.0612239483551285,0.053581342210401374,1.2174597925255668,0.7774216943636989,Past
Malawi,2015,0.9999995192310003,20.0,1.011941985626639,7.337313834952546,Past
Malawi,2016,0.9855764492420915,0.005510075480005132,1.000799166198356,0.6639618969734843,Past
Malawi,2017,0.9268288161810653,11.028539918457335,1.0188453218908,4.324738018843067,Past
Malawi,2018,0.7578943379503484,4.443004030309835,1.0495859104695093,2.0834947595765643,Past
Malawi,2019,1.0416659432875395,6.13061188742788,1.0171748574556942,2.7298175627237047,Past
Malawi,2020,0.9999993333337779,0.015027582128328231,1.003181203956488,0.672736039806198,Past
Malawi,2021,0.9809481950498636,20.0,1.0323699174665113,7.337772704172124,Forecast
Malawi,2022,0.976105975324778,0.42304081591076964,1.0288602323797786,0.8093356745384422,Forecast
Malawi,2023,0.9744660425684147,2.1988351556130112,1.0282645581584269,1.400521918779951,Forecast
Malawi,2024,0.9735476763124501,0.7341182859944028,1.0274692860021994,0.9117117494363507,Forecast
Malawi,2025,0.9727699867888412,1.4067349332079842,1.0267364723734018,1.1354137974567424,Forecast
Malawi,2026,0.9719938189086073,0.9087375588797506,1.0260401126438543,0.9689238301440707,Forecast
Malawi,2027,0.9711835883903694,1.1908916767361917,1.0253792460973499,1.062484837074637,Forecast
Malawi,2028,0.9703278036213993,0.9900503429269649,1.0247510812383944,0.9950430759289195,Forecast
Malawi,2029,0.9694202800293152,1.1096196331830557,1.0241532619298475,1.0343977250474061,Forecast
Malawi,2030,0.9684556456341177,1.0237352211330881,1.0235836400407756,1.0052581689359938,Forecast
Morocco,2012,0.8996279183539336,4.18665260083065,1.0054734482459033,2.0305846558101623,Past
Morocco,2013,1.7314042432213872,0.006454930356273916,1.130647789163594,0.9561689875804184,Past
Morocco,2014,0.861574973371128,20.0,4.598603733275861,8.486726235548996,Past
Morocco,2015,1.2326866391449753,0.16342303871188,1.0208348591073102,0.8056481789880552,Past
Morocco,2016,1.0651682999621797,2.000768302882157,1.0889921324584966,1.3849762451009446,Past
Morocco,2017,0.9894512680482557,0.2544267605614482,0.2899133544076914,0.5112637943391318,Past
Morocco,2018,1.3901916012384643,6.805550840134574,1.6821947123990684,3.2926457179240356,Past
Morocco,2019,1.1656439929993876,0.7882655880287007,0.9999999980688643,0.9846365263656508,Past
Morocco,2020,0.9236840889889356,0.0,0.7916304563435288,0.5717715151108215,Past
Morocco,2021,1.1070041272016413,20.0,1.0869797386037388,7.397994621935126,Forecast
Morocco,2022,1.0712579489576477,0.9653714749763186,1.0569220203097398,1.031183814747902,Forecast
Morocco,2023,1.0662618770925074,1.6084391489692025,1.0554231663011466,1.2433747307876188,Forecast
Morocco,2024,1.0621414913443603,-0.263235673406641,1.052406315964218,0.6171040446339792,Forecast
Morocco,2025,1.0585058179503446,-3.30413173769679,1.0498039067413993,-0.3986073376683486,Forecast
Morocco,2026,1.0552720739090675,-0.05903588235180678,1.0474406568128771,0.6812256161233793,Forecast
Morocco,2027,1.0523770788826856,-19.51851273724595,1.0452920095466744,-5.806947882938863,Forecast
Morocco,2028,1.0497702536550477,-0.6278111867445824,1.043329525747851,0.48842953088610547,Forecast
Morocco,2029,1.0474106112303807,-1.5966641715074232,1.0415300485379861,0.16409216275364788,Forecast
Morocco,2030,1.045264585666326,-0.6370334041108725,1.0398740761452516,0.48270175256690173,Forecast
Pakistan,2012,1.0452842681210668,4.209936857442221,1.0165950115288716,2.09060537903072,Past
Pakistan,2013,1.083387586860339,0.1764269080042197,0.15034792189991725,0.47005413892149206,Past
Pakistan,2014,1.0366806663655843,2.256006855769831,1.167003528993225,1.4865636837095468,Past
Pakistan,2015,1.0678653982637647,2.2191490477654927,1.0968529757473655,1.4612891405922077,Past
Pakistan,2016,0.9679521736026027,0.7377261924975911,6.018154956764156,2.57461110762145,Past
Pakistan,2017,0.9088102999772644,3.7485284964722423,1.1144398913850047,1.9239262292781705,Past
Pakistan,2018,1.3170731300687517,0.02925264235117559,1.3232159284762248,0.8898472336320508,Past
Pakistan,2019,0.9498358895959709,3.0051457672773076,0.9559864350852405,1.6369893639861732,Past
Pakistan,2020,1.0535537745914665,0.0010408272863258413,1.064063968675677,0.7062195235178231,Past
Pakistan,2021,1.0088938487246353,20.0,0.8996246338192786,7.302839494181305,Forecast
Pakistan,2022,1.03411171702127,-0.16899227289991023,1.1675532248024465,0.6775575563079353,Forecast
Pakistan,2023,1.0316221819011393,1.1774839778954267,1.052017640195083,1.087041266663883,Forecast
Pakistan,2024,1.0307266296382982,4.161091465235581,1.226911947111313,2.139576680661731,Forecast
Pakistan,2025,1.0298066571151763,1.3792017143685416,1.026178716905171,1.1450623627962961,Forecast
Pakistan,2026,1.0289441507247337,1.4200261434945152,1.1012817527820482,1.1834173490004325,Forecast
Pakistan,2027,1.0281299408447209,1.2420550144253828,0.9513637102324293,1.073849555167511,Forecast
Pakistan,2028,1.0273602974054532,1.2176343907284917,1.0748073834759955,1.1066006905366468,Forecast
Pakistan,2029,1.0266316470696057,1.168908575202673,0.9904300577874908,1.0619900933532567,Forecast
Pakistan,2030,1.0259408003427026,1.1489224049985736,1.1323387657017723,1.1024006570143496,Forecast
India,2012,0.9517912628050267,0.5736289869069474,0.4716607513569725,0.6656936670229823,Past
India,2013,1.137065046069198,0.5239967469471305,0.4385526653790006,0.6998714861317764,Past
India,2014,1.075252788316909,1.1933630033707423,2.8899481996709153,1.7195213304528554,Past
India,2015,1.005790927510439,1.2843098009655476,1.5679684973218542,1.2860230752659472,Past
India,2016,1.0246050832901674,2.4457808508992605,0.8999014705612534,1.4567624682502271,Past
India,2017,1.12818788181073,0.3918941663329524,1.907629691129997,1.1425705797578931,Past
India,2018,1.1222222174447756,2.2604794216025543,0.9622966727752663,1.448332770607532,Past
India,2019,1.1500322402411431,0.44453573918392436,0.7370840703691733,0.7772173499314136,Past
India,2020,1.0415622079378473,0.49841735536895543,1.4556243898587187,0.9985346510551739,Past
India,2021,1.0553821297017851,0.9853982469016261,1.057746662537922,1.0328423463804446,Forecast
India,2022,1.0559020204452452,0.5284906838533953,1.0738189314090625,0.886070545235901,Forecast
India,2023,1.0537004231470242,0.4999381485355159,1.0673180668703788,0.8736522128509728,Forecast
India,2024,1.0511317011543808,-0.3561526698703802,1.063178622502345,0.5860525512621152,Forecast
India,2025,1.0486817761503722,4.354333212334679,1.059416302058092,2.154143763514381,Forecast
India,2026,1.0464301962499283,1.8175980787456647,1.0560845980630489,1.3067042910195472,Forecast
India,2027,1.044371941702369,1.4380262235485024,1.053106115158275,1.178501426803049,Forecast
India,2028,1.0424871386395953,1.3083249577163696,1.0504280793718108,1.133746725242592,Forecast
India,2029,1.040755644864648,1.2343727977450458,1.0480071697331037,1.1077118707809326,Forecast
India,2030,1.0391596881834964,1.1903465926018797,1.0458080546965098,1.0917714451606286,Forecast
Japan,2012,0.9535622235745732,0.0,0.49927643055764137,0.4842795513774048,Past
Japan,2013,1.0935277604327325,0.0,2.496180517797368,1.1965694260767001,Past
Japan,2014,1.1238886967081931,0.0,1.1551508968918784,0.7596798645333571,Past
Japan,2015,1.1524207049555357,0.0,0.6905003475811116,0.6143070175122157,Past
Japan,2016,1.0022880322722254,0.0,0.909239330052401,0.6371757874415421,Past
Japan,2017,1.110462897206957,0.0,1.0528654795435324,0.7211094589168298,Past
Japan,2018,1.0485952429842664,0.0,2.5441922600644036,1.1975958343495565,Past
Japan,2019,1.0495017096906731,0.0,1.1083360798012667,0.71927926316398,Past
Japan,2020,1.0668327051326656,0.0,1.003548089561531,0.6901269315647323,Past
Japan,2021,1.046120133342635,0.0,1.0697322201105306,0.7052841178177219,Forecast
Japan,2022,1.0483653860255242,0.0,1.066420972791333,0.7049287862722857,Forecast
Japan,2023,1.0450287446376392,0.0,1.0623070967661805,0.7024452804679399,Forecast
Japan,2024,1.0433749972129394,0.0,1.0586530556963938,0.7006760176364444,Forecast
Japan,2025,1.0414974556515757,0.0,1.0554034808931267,0.6989669788482341,Forecast
Japan,2026,1.039863367978768,0.0,1.0524950713719199,0.6974528131168961,Forecast
Japan,2027,1.0383301608893822,0.0,1.0498767859370615,0.6960689822754812,Forecast
Japan,2028,1.0369165092019659,0.0,1.0475072757154715,0.6948079283058125,Forecast
Japan,2029,1.0356018569535117,0.0,1.045352692832343,0.6936515165952848,Forecast
Japan,2030,1.0343780281385608,0.0,1.04338506337912,0.6925876971725602,Forecast
Qatar,2012,0.9999000099990002,0.0,0.9999999143102045,0.6666333081030683,Past
Qatar,2013,0.9999000099990002,0.0,1.1388173831347572,0.7129057977112524,Past
Qatar,2014,1.9998000199980004,0.0,1.126410750458183,1.042070256818728,Past
Qatar,2015,1.4999250037498124,0.0,0.9999999331997373,0.8333083123165167,Past
Qatar,2016,0.9999666677777407,0.0,1.075484230094574,0.6918169659574382,Past
Qatar,2017,0.9999666677777407,0.0,0.9999999378882025,0.6666555352219811,Past
Qatar,2018,0.6666444451851605,0.0,0.9999999378882025,0.555548127691121,Past
Qatar,2019,1.4999250037498124,0.0,0.9999999378882025,0.8333083138793382,Past
Qatar,2020,0.6666444451851605,20.0,0.9999999378882025,7.222214794357787,Past
Qatar,2021,1.1137270590737745,2.00000017268426,1.0060832892078495,1.3732701736552944,Forecast
Qatar,2022,0.9378828282425522,1.500000042030727,1.0047986451745956,1.1475605051492916,Forecast
Qatar,2023,0.9859541201670948,1.3333333513206658,1.0050320253908143,1.1081064989595248,Forecast
Qatar,2024,0.9699824737731261,1.2500000097273516,1.00495420198894,1.0749788951631392,Forecast
Qatar,2025,0.973900784636295,1.2000000059755673,1.004940586255915,1.059613792289259,Forecast
Qatar,2026,0.9717199878884893,1.1666666706427984,1.0049140770977811,1.0477669118763562,Forecast
Qatar,2027,0.9713532209251574,1.1428571456508634,1.0048905025389172,1.0397002897049794,Forecast
Qatar,2028,0.9703704777939555,1.1250000020413105,1.0048666080203321,1.0334123626185325,Forecast
Qatar,2029,0.9695103191794454,1.1111111126468571,1.004843057784677,1.0284881632036598,Forecast
Qatar,2030,0.9685401133574479,1.10000000118147,1.0048197113888495,1.024453275309256,Forecast
China,2012,1.261465456900142,2.3382899084969817,1.346914911125378,1.6488900921741674,Past
China,2013,1.0938512934752778,2.9979133247425147,0.1367730111803917,1.4095125431327282,Past
China,2014,1.1791342352733893,0.7603990561784526,1.1184165787088043,1.0193166233868822,Past
China,2015,1.0810018374680996,0.4010112440022176,0.5513535324826494,0.6777888713176555,Past
China,2016,1.092655309693429,13.824782458426279,6.526701525488182,7.14804643120263,Past
China,2017,1.0947405741469667,0.29286567892185916,3.034103560650462,1.4739032712397624,Past
China,2018,1.1009321793451152,0.854412196691422,1.0721655703757738,1.009169982137437,Past
China,2019,1.0976668912790866,0.6332558265780939,0.09435687237159959,0.60842653007626,Past
China,2020,1.0845689149125775,0.06767887234455267,1.9494575637913325,1.0339017836828208,Past
China,2021,1.0761846465856046,6.957766713041216,3.513482132104065,3.8491444972436284,Forecast
China,2022,1.0689380787126144,0.6606257072869224,0.9584152588833977,0.8959930149609782,Forecast
China,2023,1.06390642932515,1.2492756720244635,0.621639646019318,0.9782739157896438,Forecast
China,2024,1.0592395436055568,0.942062256171179,1.0134647763763196,1.0049221920510185,Forecast
China,2025,1.0557652799050539,1.0537182840260213,1.30600151754513,1.138495027158735,Forecast
China,2026,1.0524268877305205,1.0048828100819482,1.0051144291731795,1.0208080423285495,Forecast
China,2027,1.049796545795697,1.0241978174819326,0.8834588441081371,0.9858177357952557,Forecast
China,2028,1.0472363935659836,1.0156660697347633,0.993377459835569,1.0187599743787719,Forecast
China,2029,1.045128252808117,1.0187283996723298,1.0683265417990786,1.0440610647598418,Forecast
China,2030,1.043073632482776,1.0170168408634135,1.0069244515553037,1.0223383083004978,Forecast
Thailand,2012,1.1344039615888453,0.41409095495857723,1.9838628330893278,1.17745258321225,Past
Thailand,2013,0.9187778749047784,0.4578202190012548,1.7033299436442983,1.0266426791834438,Past
Thailand,2014,1.1094889611120065,0.07996340201347854,1.1051799010423704,0.7648774213892852,Past
Thailand,2015,0.9744151334491862,12.704802584713356,0.869357386760285,4.849525034974276,Past
Thailand,2016,1.198049422501919,0.007744956632835917,1.3966885152066277,0.8674942981137942,Past
Thailand,2017,1.2473386820702141,4.627896214194793,1.139128974446726,2.3381212902372446,Past
Thailand,2018,1.297188689900166,20.0,0.9698054226089031,7.422331370836357,Past
Thailand,2019,1.0843652831127986,0.33485293507968483,0.7487442041376589,0.7226541407767142,Past
Thailand,2020,0.8825838371668866,0.0,1.0071686128482238,0.6299174833383702,Past
Thailand,2021,0.9407783235328279,-20.0,0.9190347654817933,-6.046728970328459,Forecast
Thailand,2022,1.0129546702701686,2.2959997450297625,0.8202081595442795,1.3763875249480702,Forecast
Thailand,2023,1.0365318628430853,1.5525213962527804,0.5621649094440689,1.0504060561799782,Forecast
Thailand,2024,1.0425021583690028,1.3565986001239232,0.8129797717905135,1.0706935100944799,Forecast
Thailand,2025,1.0429752763497857,1.262813672101529,0.4429195159376757,0.91623615479633,Forecast
Thailand,2026,1.0418746463106794,1.208121103824164,-0.44090740786621585,0.6030294474228758,Forecast
Thailand,2027,1.0403954374693787,1.172268139561204,5.71609167173698,2.642918416255854,Forecast
Thailand,2028,1.0388890705192504,1.1469528684547132,1.3584176890699873,1.1814198760146501,Forecast
Thailand,2029,1.0374522523785383,1.1281245909266298,1.4777256644241228,1.2144341692430969,Forecast
Thailand,2030,1.0361059983056742,1.113573086344402,1.3135960489052063,1.1544250445184276,Forecast
Nepal,2012,1.0144505738582155,0.224609970750918,0.1618808476133364,0.4669804640741566,Past
Nepal,2013,0.9943017110251536,10.897854582980775,1.008145571853158,4.300100621953029,Past
Nepal,2014,1.0830942455317347,1.2066735363930594,6.555526847554351,2.9484315431597152,Past
Nepal,2015,0.9126981712438701,0.0477448085346569,1.0852137869783605,0.6818855889189624,Past
Nepal,2016,1.2260866011343186,1.5748372247919074,1.0249619396552185,1.275295255193815,Past
